Provider,PotentialFraud,InpatientClaimCount,UniqueInpatientBeneficiaries,AvgInpatientReimbursement,TotalInpatientReimbursement,AvgLengthOfStay,MaxLengthOfStay,AvgDiagnosisCount,OutpatientClaimCount,UniqueOutpatientBeneficiaries,AvgOutpatientReimbursement,TotalOutpatientReimbursement,AvgPatientAge,AvgChronicConditions,DeceasedRate,AvgIPAnnualReimbursement,AvgOPAnnualReimbursement,UniqueBeneficiaries,Fraud
PRV52467,Yes,8.0,7.0,21125.0,169000.0,6.875,35.0,7.5,95.0,84.0,154.31578947368422,14660.0,73.7752808988764,3.842696629213483,0.0,5759.775280898876,2163.370786516854,89,1
PRV52468,No,3.0,3.0,9666.666666666666,29000.0,7.0,16.0,9.0,18.0,18.0,191.66666666666666,3450.0,71.52380952380952,4.095238095238095,0.0,6393.333333333333,1440.952380952381,21,0
PRV52469,No,6.0,6.0,9000.0,54000.0,4.166666666666667,7.0,6.0,178.0,145.0,283.2584269662921,50420.0,72.84666666666666,4.1,0.0,3743.4666666666667,1996.1333333333334,150,0
PRV52470,No,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,90.0,270.0,73.66666666666667,3.3333333333333335,0.0,0.0,2266.6666666666665,3,0
PRV52471,No,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,8.0,205.0,1640.0,74.375,4.375,0.0,1000.0,1482.5,8,0
PRV52472,No,18.0,17.0,10388.888888888889,187000.0,4.611111111111111,13.0,7.722222222222222,43.0,40.0,390.93023255813955,16810.0,74.33333333333333,3.7719298245614037,0.0,6724.035087719299,1603.859649122807,57,0
PRV52473,No,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,967.5,3870.0,79.5,6.75,0.0,18600.0,4155.0,4,0
PRV52474,No,22.0,20.0,10181.818181818182,224000.0,6.636363636363637,21.0,8.090909090909092,15.0,15.0,318.0,4770.0,71.42857142857143,4.457142857142857,0.0,11881.142857142857,1444.5714285714287,35,0
PRV52476,No,6.0,6.0,14000.0,84000.0,7.666666666666667,22.0,8.5,20.0,20.0,165.0,3300.0,73.84615384615384,5.1923076923076925,0.0,12703.076923076924,1993.076923076923,26,0
PRV52478,No,5.0,5.0,4200.0,21000.0,8.8,18.0,8.4,50.0,47.0,214.0,10700.0,71.75,4.826923076923077,0.019230769230769232,3239.8076923076924,2122.3076923076924,52,0
PRV52480,No,5.0,5.0,8000.0,40000.0,3.6,6.0,7.8,25.0,24.0,174.0,4350.0,71.20689655172414,4.275862068965517,0.0,4663.448275862069,1484.8275862068965,29,0
PRV52482,No,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,40.0,40.0,67.0,0.0,0.0,0.0,520.0,1,0
PRV52483,No,0.0,0.0,0.0,0.0,0.0,0.0,0.0,223.0,61.0,233.67713004484304,52110.0,74.70491803278688,3.0491803278688523,0.01639344262295082,1914.2622950819673,1019.1803278688525,61,0
PRV52484,No,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,10.0,120.76923076923077,1570.0,78.1,3.8,0.0,1920.0,2036.0,10,0
PRV52485,No,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,4.0,316.0,1580.0,80.75,3.5,0.0,0.0,1300.0,4,0
PRV52486,No,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69.0,58.0,320.8695652173913,22140.0,71.10344827586206,4.017241379310345,0.017241379310344827,2789.310344827586,1306.3793103448277,58,0
PRV52487,No,0.0,0.0,0.0,0.0,0.0,0.0,0.0,177.0,127.0,288.3050847457627,51030.0,72.4724409448819,3.811023622047244,0.0,4240.708661417323,1763.3070866141732,127,0
PRV52488,No,0.0,0.0,0.0,0.0,0.0,0.0,0.0,183.0,130.0,244.3169398907104,44710.0,73.47692307692307,3.9692307692307693,0.015384615384615385,4610.846153846154,1732.6153846153845,130,0
PRV52490,No,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,16.0,293.52941176470586,4990.0,77.8125,4.1875,0.0,5400.0,2372.5,16,0
PRV52491,No,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63.0,57.0,263.1746031746032,16580.0,73.59649122807018,4.614035087719298,0.03508771929824561,4097.894736842105,1703.6842105263158,57,0
PRV52492,No,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.0,33.0,229.7058823529412,7810.0,73.81818181818181,3.5757575757575757,0.0,2583.030303030303,1404.8484848484848,33,0
PRV52493,No,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,16.0,248.125,3970.0,75.1875,5.0,0.0,3700.0,1996.875,16,0
PRV52494,No,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,20.0,20.0,75.0,1.0,0.0,0.0,2910.0,1,0
PRV52495,No,12.0,11.0,8083.333333333333,97000.0,4.416666666666667,8.0,7.916666666666667,3.0,3.0,600.0,1800.0,73.57142857142857,3.7142857142857144,0.0,9134.285714285714,557.1428571428571,14,0
PRV52497,Yes,4.0,4.0,13750.0,55000.0,9.0,24.0,8.75,26.0,26.0,163.07692307692307,4240.0,74.4,4.333333333333333,0.0,3800.0,2030.6666666666667,30,1
PRV52499,No,8.0,8.0,14375.0,115000.0,4.375,7.0,8.0,149.0,115.0,333.3557046979866,49670.0,73.21008403361344,4.739495798319328,0.0,4265.378151260505,2729.747899159664,119,0
PRV52500,No,7.0,7.0,7857.142857142857,55000.0,4.285714285714286,10.0,8.285714285714286,119.0,104.0,263.109243697479,31310.0,72.21621621621621,4.342342342342342,0.0,6867.117117117117,2472.3423423423424,111,0
PRV52501,No,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,16.0,254.73684210526315,4840.0,71.5,2.5625,0.0,386.25,1028.75,16,0
PRV52502,Yes,26.0,16.0,8925.76923076923,232070.0,6.615384615384615,35.0,8.192307692307692,93.0,76.0,310.0,28830.0,73.02298850574712,4.310344827586207,0.022988505747126436,5606.3218390804595,1930.8045977011495,87,1
PRV52503,No,5.0,4.0,8800.0,44000.0,3.8,9.0,7.0,73.0,60.0,394.52054794520546,28800.0,73.46031746031746,3.9206349206349205,0.015873015873015872,3173.809523809524,2316.3492063492063,63,0
PRV52504,Yes,14.0,9.0,8014.285714285715,112200.0,4.142857142857143,9.0,8.214285714285714,26.0,26.0,76.15384615384616,1980.0,72.94117647058823,4.588235294117647,0.0,10346.764705882353,1317.6470588235295,34,1
PRV52506,No,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,12.0,168.46153846153845,2190.0,74.41666666666667,3.25,0.0,1500.0,1467.5,12,0
PRV52507,No,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0,24.0,250.0,7250.0,72.04166666666667,3.875,0.0,1972.9166666666667,1478.75,24,0
PRV52508,No,2.0,2.0,11500.0,23000.0,7.0,11.0,9.5,35.0,34.0,218.28571428571428,7640.0,71.77777777777777,3.9166666666666665,0.027777777777777776,6472.5,1348.0555555555557,36,0
PRV52509,No,6.0,6.0,16000.0,96000.0,5.166666666666667,11.0,7.333333333333333,57.0,24.0,313.1578947368421,17850.0,72.73076923076923,4.615384615384615,0.0,5193.846153846154,2301.923076923077,26,0
PRV52510,No,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,22.0,163.07692307692307,4240.0,73.77272727272727,4.590909090909091,0.0,2480.0,1281.8181818181818,22,0
PRV52511,Yes,75.0,61.0,9002.666666666666,675200.0,6.32,23.0,8.04,171.0,140.0,263.62573099415204,45080.0,70.87755102040816,4.377551020408164,0.00510204081632653,6404.744897959184,2190.3571428571427,196,1
PRV52512,No,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0,19.0,196.4516129032258,6090.0,66.57894736842105,4.105263157894737,0.0,7313.1578947368425,3445.7894736842104,19,0
PRV52513,No,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,18.0,193.5,3870.0,75.61111111111111,3.611111111111111,0.0,2805.5555555555557,1208.888888888889,18,0
PRV52514,No,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,13.0,440.0,6600.0,78.76923076923077,4.769230769230769,0.0,3230.769230769231,2106.153846153846,13,0
PRV52515,No,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,17.0,144.11764705882354,2450.0,70.17647058823529,4.176470588235294,0.058823529411764705,588.2352941176471,1745.8823529411766,17,0
PRV52517,No,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,26.0,340.9375,10910.0,73.5,4.730769230769231,0.0,2807.6923076923076,2043.8461538461538,26,0
PRV52518,No,1.0,1.0,57000.0,57000.0,17.0,17.0,9.0,50.0,49.0,306.8,15340.0,69.74,4.32,0.0,4766.2,2059.6,50,0
PRV52519,No,6.0,6.0,16333.333333333334,98000.0,7.333333333333333,16.0,9.0,94.0,69.0,416.8085106382979,39180.0,71.84722222222223,4.236111111111111,0.027777777777777776,4409.861111111111,2382.5,72,0
PRV52520,No,0.0,0.0,0.0,0.0,0.0,0.0,0.0,121.0,51.0,329.8347107438017,39910.0,74.41176470588235,3.823529411764706,0.0392156862745098,3161.9607843137255,1888.0392156862745,51,0
PRV52521,No,0.0,0.0,0.0,0.0,0.0,0.0,0.0,113.0,88.0,221.23893805309734,25000.0,73.04545454545455,3.772727272727273,0.022727272727272728,3778.75,2198.9772727272725,88,0
PRV52523,No,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,160.0,480.0,72.33333333333333,5.0,0.0,0.0,806.6666666666666,3,0
PRV52525,No,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,75.0,150.0,79.5,5.0,0.0,0.0,555.0,2,0
PRV52526,No,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,90.0,90.0,74.0,4.0,0.0,0.0,3200.0,1,0
PRV52527,No,0.0,0.0,0.0,0.0,0.0,0.0,0.0,160.0,73.0,304.5625,48730.0,74.38356164383562,3.493150684931507,0.0410958904109589,2496.986301369863,1272.6027397260275,73,0
PRV52528,No,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,16.0,248.46153846153845,6460.0,73.25,4.25,0.0,2031.875,1435.625,16,0
PRV52529,No,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,8.0,176.66666666666666,2120.0,68.75,4.25,0.0,752.5,3411.25,8,0
PRV52530,No,1.0,1.0,3000.0,3000.0,6.0,6.0,8.0,9.0,9.0,245.55555555555554,2210.0,73.33333333333333,5.888888888888889,0.0,4975.555555555556,1252.2222222222222,9,0
PRV52531,No,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,594.0,2970.0,70.4,4.8,0.0,3072.0,1442.0,5,0
PRV52532,No,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,15.0,159.375,2550.0,71.4,3.6666666666666665,0.0,2818.0,2270.6666666666665,15,0
PRV52533,No,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.0,27.0,171.62790697674419,7380.0,75.74074074074075,4.333333333333333,0.0,4530.0,2016.6666666666667,27,0
PRV52535,No,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,12.0,400.0,7200.0,73.08333333333333,3.5833333333333335,0.08333333333333333,1363.3333333333333,1947.5,12,0
PRV52536,No,1.0,1.0,14000.0,14000.0,8.0,8.0,9.0,0.0,0.0,0.0,0.0,72.0,5.0,0.0,14000.0,710.0,1,0
PRV52537,No,1.0,1.0,57000.0,57000.0,19.0,19.0,9.0,0.0,0.0,0.0,0.0,72.0,2.0,0.0,57000.0,0.0,1,0
PRV52539,No,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,12.0,317.85714285714283,4450.0,68.25,3.75,0.0,1851.6666666666667,1942.5,12,0
PRV52540,No,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,4.0,481.42857142857144,3370.0,67.5,3.75,0.0,2050.0,2615.0,4,0
PRV52541,No,5.0,5.0,8200.0,41000.0,6.4,11.0,9.0,0.0,0.0,0.0,0.0,75.0,4.4,0.0,10480.0,490.0,5,0
PRV52542,No,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62.0,44.0,256.7741935483871,15920.0,72.43181818181819,3.590909090909091,0.022727272727272728,2587.5,1272.5,44,0
PRV52543,No,0.0,0.0,0.0,0.0,0.0,0.0,0.0,171.0,89.0,278.0701754385965,47550.0,72.58426966292134,3.640449438202247,0.011235955056179775,1958.876404494382,1838.9887640449438,89,0
PRV52544,No,6.0,6.0,5666.666666666667,34000.0,3.8333333333333335,12.0,8.166666666666666,0.0,0.0,0.0,0.0,77.83333333333333,4.333333333333333,0.0,8790.0,2290.0,6,0
PRV52545,No,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,13.0,112.3076923076923,1460.0,75.38461538461539,4.230769230769231,0.0,1846.1538461538462,1800.7692307692307,13,0
PRV52547,No,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1510.0,3020.0,74.0,4.5,0.0,5625.0,2275.0,2,0
PRV52548,No,5.0,5.0,7400.0,37000.0,4.6,6.0,8.8,10.0,10.0,175.0,1750.0,73.46666666666667,4.8,0.0,5112.0,1140.0,15,0
PRV52549,No,6.0,5.0,6500.0,39000.0,8.5,15.0,8.0,150.0,49.0,387.73333333333335,58160.0,74.72222222222223,4.351851851851852,0.037037037037037035,5552.962962962963,1757.2222222222222,54,0
PRV52551,No,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,184.0,920.0,75.6,4.2,0.0,10114.0,1630.0,5,0
PRV52552,No,11.0,11.0,9727.272727272728,107000.0,5.363636363636363,11.0,8.363636363636363,44.0,43.0,292.5,12870.0,71.70370370370371,4.537037037037037,0.018518518518518517,5404.259259259259,2346.296296296296,54,0
PRV52553,No,4.0,4.0,15000.0,60000.0,8.25,20.0,9.5,4.0,4.0,580.0,2320.0,72.0,5.125,0.0,20501.25,1898.75,8,0
PRV52554,No,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,13.0,151.53846153846155,1970.0,76.23076923076923,2.923076923076923,0.0,1384.6153846153845,1511.5384615384614,13,0
PRV52555,No,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,7.0,514.2857142857143,3600.0,80.57142857142857,5.0,0.0,571.4285714285714,1640.0,7,0
PRV52556,No,46.0,40.0,9717.391304347826,447000.0,4.369565217391305,16.0,7.543478260869565,69.0,62.0,257.39130434782606,17760.0,74.78,4.57,0.0,7898.5,2122.7,100,0
PRV52557,No,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,9.0,88.18181818181819,970.0,72.55555555555556,4.444444444444445,0.0,1900.0,1934.4444444444443,9,0
PRV52558,No,0.0,0.0,0.0,0.0,0.0,0.0,0.0,494.0,440.0,285.2226720647773,140900.0,74.49772727272727,4.384090909090909,0.00909090909090909,4445.272727272727,1958.1818181818182,440,0
PRV52559,No,0.0,0.0,0.0,0.0,0.0,0.0,0.0,359.0,207.0,252.75766016713092,90740.0,74.08212560386474,4.086956521739131,0.014492753623188406,3961.304347826087,1681.0144927536232,207,0
PRV52560,No,0.0,0.0,0.0,0.0,0.0,0.0,0.0,503.0,174.0,289.16500994035783,145450.0,73.97126436781609,3.954022988505747,0.017241379310344827,3957.183908045977,1657.9885057471265,174,0
PRV52561,No,0.0,0.0,0.0,0.0,0.0,0.0,0.0,280.0,261.0,460.35714285714283,128900.0,74.69348659003832,4.628352490421456,0.0038314176245210726,3565.3639846743295,2725.2107279693487,261,0
PRV52562,No,6.0,5.0,12000.0,72000.0,4.5,7.0,9.0,81.0,56.0,229.87654320987653,18620.0,75.81967213114754,4.213114754098361,0.0,6471.803278688524,1459.5081967213114,61,0
PRV52563,No,0.0,0.0,0.0,0.0,0.0,0.0,0.0,473.0,246.0,367.3784355179704,173770.0,74.13821138211382,4.109756097560975,0.0040650406504065045,3411.5447154471544,2060.20325203252,246,0
PRV52564,No,5.0,5.0,7000.0,35000.0,3.4,6.0,7.6,16.0,16.0,293.75,4700.0,77.66666666666667,5.0476190476190474,0.0,11848.57142857143,3180.4761904761904,21,0
PRV52565,No,11.0,11.0,9909.09090909091,109000.0,3.909090909090909,9.0,8.272727272727273,126.0,78.0,259.04761904761904,32640.0,75.43023255813954,4.151162790697675,0.0,4622.558139534884,1462.906976744186,86,0
PRV52566,No,22.0,22.0,9972.727272727272,219400.0,6.2727272727272725,21.0,8.409090909090908,117.0,113.0,278.8888888888889,32630.0,76.01481481481481,4.718518518518518,0.007407407407407408,6950.962962962963,2599.6296296296296,135,0
PRV52567,No,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66.0,38.0,449.54545454545456,29670.0,77.36842105263158,4.421052631578948,0.0,4616.578947368421,2295.7894736842104,38,0
PRV52568,No,0.0,0.0,0.0,0.0,0.0,0.0,0.0,87.0,41.0,295.7471264367816,25730.0,73.58536585365853,4.682926829268292,0.0,4183.170731707317,1900.7317073170732,41,0
PRV52570,No,8.0,8.0,7750.0,62000.0,7.125,22.0,7.75,16.0,15.0,386.875,6190.0,75.8695652173913,3.4782608695652173,0.0,12339.130434782608,1236.9565217391305,23,0
PRV52571,No,0.0,0.0,0.0,0.0,0.0,0.0,0.0,508.0,429.0,318.48425196850394,161790.0,73.48484848484848,4.489510489510489,0.004662004662004662,4673.636363636364,2324.918414918415,429,0
PRV52572,No,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,1383.3333333333333,4150.0,81.33333333333333,5.333333333333333,0.3333333333333333,16216.666666666666,6390.0,3,0
PRV52573,No,0.0,0.0,0.0,0.0,0.0,0.0,0.0,587.0,520.0,270.30664395229985,158670.0,74.12307692307692,4.371153846153846,0.0019230769230769232,4530.673076923077,2240.3653846153848,520,0
PRV52574,Yes,146.0,117.0,10266.438356164384,1498900.0,5.363013698630137,27.0,8.061643835616438,113.0,93.0,309.11504424778764,34930.0,76.82211538461539,4.735576923076923,0.009615384615384616,9827.163461538461,1978.125,208,1
PRV52575,No,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70.0,40.0,339.7142857142857,23780.0,73.85,4.65,0.0,5850.25,1871.5,40,0
PRV52576,No,3.0,3.0,14000.0,42000.0,4.333333333333333,5.0,9.0,23.0,23.0,341.30434782608694,7850.0,75.65384615384616,4.653846153846154,0.0,5150.384615384615,1813.4615384615386,26,0
PRV52577,No,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,8.0,318.75,2550.0,79.0,5.125,0.0,9736.25,2962.5,8,0
PRV52578,Yes,37.0,28.0,9405.405405405405,348000.0,6.081081081081081,28.0,8.297297297297296,12.0,12.0,420.8333333333333,5050.0,73.5,4.675,0.0,13352.5,2155.5,40,1
PRV52579,No,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,9.0,117.77777777777777,1060.0,75.77777777777777,2.5555555555555554,0.0,1683.3333333333333,1343.3333333333333,9,0
PRV52580,No,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.0,37.0,181.7948717948718,7090.0,72.86486486486487,4.756756756756757,0.0,5897.8378378378375,1909.7297297297298,37,0
PRV52581,No,0.0,0.0,0.0,0.0,0.0,0.0,0.0,142.0,135.0,282.0422535211268,40050.0,73.27407407407408,4.4148148148148145,0.0,3096.1481481481483,2792.1481481481483,135,0
PRV52582,No,19.0,19.0,10000.0,190000.0,6.2631578947368425,24.0,7.894736842105263,4.0,4.0,255.0,1020.0,70.30434782608695,5.3478260869565215,0.043478260869565216,10561.304347826086,866.5217391304348,23,0
PRV52583,No,26.0,26.0,7538.461538461538,196000.0,5.884615384615385,26.0,8.423076923076923,182.0,167.0,229.6153846153846,41790.0,72.76165803108809,4.450777202072539,0.010362694300518135,4475.336787564767,2343.834196891192,193,0
PRV52584,No,3.0,3.0,15000.0,45000.0,11.333333333333334,23.0,9.0,51.0,49.0,244.31372549019608,12460.0,75.05882352941177,4.392156862745098,0.0196078431372549,8403.921568627451,2870.9803921568628,51,0
PRV52586,No,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,300.0,300.0,70.0,4.0,0.0,0.0,1100.0,1,0
PRV52587,No,0.0,0.0,0.0,0.0,0.0,0.0,0.0,137.0,68.0,283.94160583941607,38900.0,74.20588235294117,4.117647058823529,0.0,3273.3823529411766,1606.0294117647059,68,0
PRV52588,No,17.0,17.0,9823.529411764706,167000.0,4.0588235294117645,11.0,8.529411764705882,33.0,21.0,291.5151515151515,9620.0,73.72972972972973,4.702702702702703,0.0,6930.0,1910.0,37,0
PRV52589,Yes,81.0,71.0,8935.802469135802,723800.0,5.419753086419753,24.0,7.987654320987654,345.0,300.0,316.28985507246375,109120.0,73.36141304347827,4.494565217391305,0.01358695652173913,6165.760869565217,2012.1195652173913,368,1
PRV52590,Yes,115.0,107.0,10470.0,1204050.0,5.139130434782609,26.0,7.826086956521739,93.0,93.0,253.01075268817203,23530.0,73.41578947368421,5.205263157894737,0.0,12384.842105263158,2098.684210526316,190,1
PRV52591,No,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.0,45.0,271.95652173913044,12510.0,73.88888888888889,4.088888888888889,0.0,1738.6666666666667,2071.777777777778,45,0
PRV52592,No,7.0,6.0,8000.0,56000.0,4.285714285714286,11.0,8.142857142857142,12.0,12.0,301.6666666666667,3620.0,82.72222222222223,5.555555555555555,0.0,4782.222222222223,2792.777777777778,18,0
PRV52593,Yes,0.0,0.0,0.0,0.0,0.0,0.0,0.0,582.0,252.0,244.02061855670104,142020.0,74.1547619047619,4.071428571428571,0.011904761904761904,4008.2936507936506,1693.968253968254,252,1
PRV52596,No,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,200.0,400.0,74.5,1.5,0.0,0.0,1165.0,2,0
PRV52598,No,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0,30.0,338.38709677419354,10490.0,78.83333333333333,4.366666666666666,0.03333333333333333,3588.6666666666665,1843.3333333333333,30,0
PRV52599,No,0.0,0.0,0.0,0.0,0.0,0.0,0.0,272.0,144.0,323.125,87890.0,74.9375,4.361111111111111,0.013888888888888888,3202.9166666666665,2284.652777777778,144,0
PRV52602,No,9.0,8.0,9333.333333333334,84000.0,3.5555555555555554,6.0,7.444444444444445,70.0,65.0,350.2857142857143,24520.0,73.20547945205479,4.301369863013699,0.0,5090.41095890411,2177.8082191780823,73,0
PRV52604,No,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,7.0,498.57142857142856,3490.0,66.0,4.0,0.0,1021.4285714285714,2657.1428571428573,7,0
PRV52605,No,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,401.0,253.88,253880.0,75.02244389027432,4.162094763092269,0.014962593516209476,4532.992518703242,1623.491271820449,401,0
PRV52606,No,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,22.0,334.0,10020.0,74.4090909090909,4.636363636363637,0.045454545454545456,6434.090909090909,2838.181818181818,22,0
PRV52607,No,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1700.0,3400.0,76.0,4.5,0.0,2000.0,3620.0,2,0
PRV52608,No,1.0,1.0,3000.0,3000.0,3.0,3.0,7.0,0.0,0.0,0.0,0.0,83.0,7.0,0.0,3030.0,3370.0,1,0
PRV52609,Yes,5.0,4.0,11600.0,58000.0,5.8,10.0,8.8,128.0,44.0,317.890625,40690.0,73.04444444444445,4.466666666666667,0.0,3208.8888888888887,1945.3333333333333,45,1
PRV52610,No,1.0,1.0,3000.0,3000.0,1.0,1.0,9.0,16.0,15.0,440.0,7040.0,75.125,4.25,0.0,8235.625,1400.0,16,0
PRV52611,No,9.0,9.0,8888.888888888889,80000.0,5.444444444444445,11.0,8.0,7.0,7.0,394.2857142857143,2760.0,73.75,4.25,0.0,10159.375,1001.25,16,0
PRV52614,No,0.0,0.0,0.0,0.0,0.0,0.0,0.0,156.0,94.0,272.3076923076923,42480.0,75.52127659574468,4.340425531914893,0.010638297872340425,4207.872340425532,2109.148936170213,94,0
PRV52615,No,2.0,2.0,9000.0,18000.0,4.0,5.0,9.0,7.0,7.0,110.0,770.0,72.66666666666667,5.111111111111111,0.0,3111.1111111111113,1394.4444444444443,9,0
PRV52616,No,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,15.0,576.0,8640.0,71.4,3.8666666666666667,0.0,1460.0,3716.0,15,0
PRV52617,No,42.0,39.0,8309.52380952381,349000.0,5.357142857142857,18.0,8.452380952380953,196.0,109.0,300.51020408163265,58900.0,74.03703703703704,4.288888888888889,0.007407407407407408,7168.2962962962965,1830.5185185185185,135,0
PRV52621,No,24.0,21.0,7333.333333333333,176000.0,5.916666666666667,25.0,7.666666666666667,21.0,21.0,203.8095238095238,4280.0,72.21428571428571,4.738095238095238,0.0,9715.714285714286,3015.9523809523807,42,0
PRV52622,No,4.0,4.0,4000.0,16000.0,1.75,3.0,7.5,3.0,3.0,336.6666666666667,1010.0,75.71428571428571,3.4285714285714284,0.0,3302.8571428571427,1054.2857142857142,7,0
PRV52623,No,10.0,10.0,14700.0,147000.0,7.9,35.0,8.6,225.0,118.0,245.73333333333332,55290.0,72.792,3.872,0.0,4744.4,1629.6,125,0
PRV52626,No,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,186.66666666666666,560.0,76.66666666666667,6.333333333333333,0.0,6666.666666666667,2520.0,3,0
PRV52627,No,3.0,3.0,15333.333333333334,46000.0,1.6666666666666667,4.0,5.333333333333333,2.0,2.0,35.0,70.0,79.2,4.6,0.0,10900.0,972.0,5,0
PRV52628,Yes,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2098.0,1354.0,287.9504289799809,604120.0,73.96676514032497,4.2304283604135895,0.008862629246676515,3975.029542097489,1920.4579025110784,1354,1
PRV52629,No,0.0,0.0,0.0,0.0,0.0,0.0,0.0,61.0,58.0,201.9672131147541,12320.0,74.74137931034483,4.189655172413793,0.0,2784.655172413793,1970.1724137931035,58,0
PRV52630,Yes,87.0,78.0,8901.149425287356,774400.0,5.137931034482759,35.0,7.9655172413793105,347.0,209.0,285.5043227665706,99070.0,74.75769230769231,4.565384615384615,0.011538461538461539,6393.923076923077,1908.423076923077,260,1
PRV52631,No,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1057.0,804.0,304.399243140965,321750.0,73.80721393034825,4.396766169154229,0.007462686567164179,4263.18407960199,2146.7039800995026,804,0
PRV52633,No,0.0,0.0,0.0,0.0,0.0,0.0,0.0,379.0,224.0,265.8839050131926,100770.0,73.19196428571429,4.129464285714286,0.008928571428571428,3165.0,1812.9464285714287,224,0
PRV52634,No,58.0,50.0,7248.275862068966,420400.0,6.913793103448276,35.0,8.068965517241379,29.0,29.0,156.89655172413794,4550.0,74.29113924050633,4.886075949367089,0.02531645569620253,7920.2531645569625,1798.860759493671,79,0
PRV52636,No,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,21.0,324.76190476190476,6820.0,71.23809523809524,3.857142857142857,0.0,1976.1904761904761,1479.5238095238096,21,0
PRV52638,No,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,400.0,400.0,56.0,1.0,0.0,0.0,460.0,1,0
PRV52639,No,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.0,33.0,274.3243243243243,10150.0,75.6969696969697,3.6666666666666665,0.06060606060606061,4600.0,2312.4242424242425,33,0
PRV52640,No,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66.0,65.0,167.42424242424244,11050.0,74.93846153846154,4.246153846153846,0.015384615384615385,3728.153846153846,2218.923076923077,65,0
PRV52641,No,21.0,20.0,7809.523809523809,164000.0,5.285714285714286,14.0,7.904761904761905,76.0,72.0,293.8157894736842,22330.0,71.85714285714286,4.406593406593407,0.02197802197802198,7030.0,2355.2747252747254,91,0
